Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
376F715533466A7474326A7045575A3338572F3838673D3D,2F7947434679794E6F74674F7632304B4972644A38673D3D,Методы и средства изучения кинетических явлений,3,2016/2017,4,14.04.02 Ядерные физика и технологии,Очная,Магистр,Отчисленный
37744A54433842665462755A533272365435317770773D3D,2F736E723642334454614271776654762B4D6A784D413D3D,Проектирование и производство инструментов,3,2016/2017,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
37744A54433842665462755A533272365435317770773D3D,2F736E723642334454614271776654762B4D6A784D413D3D,Размерный анализ конструкций изделий,2,2015/2016,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
3774553949396C47412B4B4179654731446442355A773D3D,4F68324539314B556645666F66337A397843706A73413D3D,Механика 2.2,4,2016/2017,2,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
37745649532F2B626E39334A3931525633504A7657413D3D,5254504474696E31476A365948704356427343317A413D3D,Экономика 2.7,6,2017/2018,4,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
3775374E4C7A4B4939532F4A687252362B7138304D413D3D,4535577972527046526672654B4768316B32634432673D3D,Микропроцессорная техника и встраиваемые системы,5,2017/2018,2,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
3775374E4C7A4B4939532F4A687252362B7138304D413D3D,4535577972527046526672654B4768316B32634432673D3D,Теория автоматического управления 2,6,2017/2018,3,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
3775374E4C7A4B4939532F4A687252362B7138304D413D3D,4535577972527046526672654B4768316B32634432673D3D,Экономика 2.6,6,2017/2018,3,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
3775413665656262745A3344614F66625A2F2F336D673D3D,664471705034617664396978427831663072544A47673D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
3775413665656262745A3344614F66625A2F2F336D673D3D,664471705034617664396978427831663072544A47673D3D,Электрические и электронные аппараты,6,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
3775413665656262745A3344614F66625A2F2F336D673D3D,664471705034617664396978427831663072544A47673D3D,Электрооборудование промышленности,8,2018/2019,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
37754D30577837507A374D6C4F314D4B3055677979673D3D,4437334B2F4D347373523952795A784E5A6E735569413D3D,Информационные технологии в приборостроении,2,2015/2016,4,12.04.01 Приборостроение,Очная,Магистр,Отчисленный
37754D30577837507A374D6C4F314D4B3055677979673D3D,4437334B2F4D347373523952795A784E5A6E735569413D3D,"Системы ориентации, стабилизации и навигации",3,2016/2017,4,12.04.01 Приборостроение,Очная,Магистр,Отчисленный
37762F7865456959786438313273496A6F6735794E673D3D,704841504A45636A70696436563239517278303465773D3D,Механика 2.2,4,2016/2017,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
37762F7865456959786438313273496A6F6735794E673D3D,704841504A45636A70696436563239517278303465773D3D,Общеинженерный проект,7,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
37762F7865456959786438313273496A6F6735794E673D3D,704841504A45636A70696436563239517278303465773D3D,Основы проектирования и оборудование предприятий химико-фармацевтических производств,8,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
383138615450772F72475442344246434B636C3431513D3D,49413762495730614C6A344974707551505759492F413D3D,Начертательная геометрия и инженерная графика 1.4,2,2015/2016,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
383138615450772F72475442344246434B636C3431513D3D,49413762495730614C6A344974707551505759492F413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
383138615450772F72475442344246434B636C3431513D3D,49413762495730614C6A344974707551505759492F413D3D,Экономика 2.1,6,2017/2018,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
383171396B697A6C326C69724E7343436566476F51513D3D,5046446179726659476D48353476755532752B2F74673D3D,Основы анализа поверхности твердых тел и тонких пленок,8,2018/2019,3,03.03.02 Физика,Очная,Бакалавр,Отчисленный
383171396B697A6C326C69724E7343436566476F51513D3D,5046446179726659476D48353476755532752B2F74673D3D,Экономика 2.5,6,2017/2018,4,03.03.02 Физика,Очная,Бакалавр,Отчисленный
383457524349455151696D516A3737796B4657734C773D3D,356B6F712F2F35546E623052664F464A6D68694474673D3D,Микропроцессорная техника и встраиваемые системы,7,2018/2019,2,15.03.04 Автоматизация технологических процессов и производств,Заочная,Бакалавр,Отчисленный
38374370354E4E414966676263716E424778434A34673D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Планирование и обработка экспериментальных данных,6,2017/2018,2,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
38374370354E4E414966676263716E424778434A34673D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Сбор и подготовка продукции нефтяных и газовых скважин,7,2018/2019,4,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
38374370354E4E414966676263716E424778434A34673D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Экономика 2.1,5,2017/2018,1,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
38374B376E43704C636C6C6E7A417353756B306671513D3D,4D384753704D586B55306F516F5067586176313948513D3D,Катализ и технология катализаторов,3,2016/2017,2,18.04.01 Химическая технология,Очная,Магистр,Отчисленный
38374B376E43704C636C6C6E7A417353756B306671513D3D,4D384753704D586B55306F516F5067586176313948513D3D,Машины и аппараты для переработки минерального сырья,3,2016/2017,2,18.04.01 Химическая технология,Очная,Магистр,Отчисленный
38417750736956725A76335A75734F576C4E677271413D3D,626B4651776D48522B706942392F6B4F7078385049773D3D,Вычислительные системы,2,2015/2016,4,09.04.01 Информатика и вычислительная техника,Очная,Магистр,Отчисленный
38417750736956725A76335A75734F576C4E677271413D3D,626B4651776D48522B706942392F6B4F7078385049773D3D,Технология разработки программного обеспечения,1,2015/2016,4,09.04.01 Информатика и вычислительная техника,Очная,Магистр,Отчисленный
38427555366B6959783777706F584C7461592B5449513D3D,6A6D415A492B64363464333348734D577164337678773D3D,Детали машин и основы проектирования 2,6,2017/2018,2,13.03.03 Энергетическое машиностроение,Очная,Бакалавр,Отчисленный
38456B6E305138622B554C74697772705562364135513D3D,5A692F7058636B567641745A46494A4645315A3067773D3D,Планирование и обработка экспериментальных данных,3,2016/2017,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
3847796F3442534657522B634A6A68345667786F4A413D3D,4535577972527046526672654B4768316B32634432673D3D,Микропроцессорная техника и встраиваемые системы,5,2017/2018,2,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
3847796F3442534657522B634A6A68345667786F4A413D3D,4535577972527046526672654B4768316B32634432673D3D,Экономика 2.6,6,2017/2018,4,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
38485674634A6C5259452F6231764B7564504A756A413D3D,4D785466786F7158514572757A49616D634F55485A673D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
38485674634A6C5259452F6231764B7564504A756A413D3D,4D785466786F7158514572757A49616D634F55485A673D3D,Режимы и надежность энергосистем,8,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
38485674634A6C5259452F6231764B7564504A756A413D3D,4D785466786F7158514572757A49616D634F55485A673D3D,Экономика 2.4,6,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
38492B5632694C4A706A664C384378793135356A52673D3D,39552F535A4F337262464244767044785677314F6F773D3D,Компьютерные технологии в обработке геолого-геохимической информации на месторождениях радиактивного сырья,6,2015/2016,3,05.03.06 Экология и природопользование,Очная,Бакалавр,Отчисленный
38495466582F71562F304E72335471464D2B4C7770773D3D,39504F39797978694F36365A6471672F6A49506333673D3D,Математический анализ,3,2012/2013,1,15.03.04 Автоматизация технологических процессов и производств,Заочная,Бакалавр,Отчисленный
384A5A79676536484E62624A347230784450723166513D3D,7139776B6375354B7170556F565839756B54515634413D3D,Конструирование и расчет сварочных приспособлений,3,2016/2017,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
384A5A79676536484E62624A347230784450723166513D3D,7139776B6375354B7170556F565839756B54515634413D3D,Технология и оборудование контактной сварки,3,2016/2017,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
384A73526E5445673173767864486868657479652F513D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Планирование и обработка экспериментальных данных,6,2017/2018,2,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
384A73526E5445673173767864486868657479652F513D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Экономика 2.1,5,2017/2018,3,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
384B66764F744D7A636E6E63306532337541793637513D3D,704841504A45636A70696436563239517278303465773D3D,Механика 2.2,4,2016/2017,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
384B66764F744D7A636E6E63306532337541793637513D3D,704841504A45636A70696436563239517278303465773D3D,Общеинженерный проект,7,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
384B66764F744D7A636E6E63306532337541793637513D3D,704841504A45636A70696436563239517278303465773D3D,Основы проектирования и оборудование предприятий химико-фармацевтических производств,8,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
384B66764F744D7A636E6E63306532337541793637513D3D,704841504A45636A70696436563239517278303465773D3D,Экономика 2.2,6,2017/2018,4,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
384C45627A5549637932662F347546506778486B34773D3D,5A34564977774F562F2F486E61777652516A4A444D513D3D,Коммерциализация и венчурное финансирование,3,2016/2017,4,27.04.05 Инноватика,Очная,Магистр,Отчисленный
384C45627A5549637932662F347546506778486B34773D3D,5A34564977774F562F2F486E61777652516A4A444D513D3D,Компьютерные технологии в инновационной и педагогической деятельности,1,2015/2016,4,27.04.05 Инноватика,Очная,Магистр,Отчисленный
384C45627A5549637932662F347546506778486B34773D3D,5A34564977774F562F2F486E61777652516A4A444D513D3D,Статистические методы в управлении инновациями,2,2015/2016,4,27.04.05 Инноватика,Очная,Магистр,Отчисленный
384D61426C465934387878616A76656D3456557647773D3D,6A74416B6C66644A6E41454B4F794C494D454F4F77673D3D,Начертательная геометрия и инженерная графика 1.4,2,2015/2016,1,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
384E637834467A75434B706A4148636E4D34315665513D3D,69354461474B6F76376F4775696442345266793645513D3D,Разработка программных приложений,4,2015/2016,2,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
384E637834467A75434B706A4148636E4D34315665513D3D,69354461474B6F76376F4775696442345266793645513D3D,Теория алгоритмов,3,2015/2016,3,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
384E637834467A75434B706A4148636E4D34315665513D3D,69354461474B6F76376F4775696442345266793645513D3D,Экономика 2.5,6,2016/2017,3,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
38504C502B7972633364587554324E763549757161673D3D,54536A6E5434594A527958676D4D6133305174456E413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
38504C502B7972633364587554324E763549757161673D3D,54536A6E5434594A527958676D4D6133305174456E413D3D,Экономика 2.1,6,2017/2018,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
3851304E4C4F4B61482F2B476E317A567031527741413D3D,4F68324539314B556645666F66337A397843706A73413D3D,Экономика 2.5,6,2017/2018,1,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
3851516A4C36586175794755627A47424D5638516E413D3D,6932724E4E35584F59482B4B7A5650576C55363871673D3D,Методы и приборы физических измерений. Часть 2,8,2018/2019,4,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
38536A3768525339773550394A2B54566B6D35532B413D3D,374E59516733776D634C4773766831586768425675413D3D,Теория бухгалтерского учета,4,2016/2017,4,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
38572B30464670305767456D395741517163653852773D3D,2B4D317874375270385676514F5566345354707957513D3D,Детали машин и основы проектирования 2,6,2017/2018,2,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
38572B30464670305767456D395741517163653852773D3D,2B4D317874375270385676514F5566345354707957513D3D,"Метрология, стандартизация и сертификация 1.1",5,2017/2018,2,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
38572B30464670305767456D395741517163653852773D3D,2B4D317874375270385676514F5566345354707957513D3D,Резание материалов и режущий инструмент,7,2018/2019,3,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
38576E64643277734F59312B776F6173744C326866513D3D,7030614C424745562F44776245684544484C423745773D3D,Дефекты в твердых телах и модифицирование материалов,3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
38576E64643277734F59312B776F6173744C326866513D3D,7030614C424745562F44776245684544484C423745773D3D,"Изотопный, химический и структурный анализ поверхности методами атомной физики",3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
3859526B39707745766D425A79784A413345654639673D3D,6B3653303767796E6E464267726F6A7665792B7663413D3D,Экономика 2 (ЭТО),6,2017/2018,4,11.03.04 Электроника и наноэлектроника,Очная,Бакалавр,Отчисленный
3859526B39707745766D425A79784A413345654639673D3D,6B3653303767796E6E464267726F6A7665792B7663413D3D,Экономика 2.5,8,2018/2019,4,11.03.04 Электроника и наноэлектроника,Очная,Бакалавр,Отчисленный
3859797645576F626A444F65562B6D484D366E304B673D3D,6F663149664265723267624D6A6E6F54552B65522F773D3D,Противоаварийное управление в энергосистемах,3,2016/2017,4,13.04.02 Электроэнергетика и электротехника,Очная,Магистр,Отчисленный
3861385A42544870412B79475761324C6F45374264513D3D,7569304E30773043574C4F677453795A4C74305551673D3D,Бухгалтерский учет,6,2017/2018,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3861385A42544870412B79475761324C6F45374264513D3D,7569304E30773043574C4F677453795A4C74305551673D3D,Корпоративные финансы,8,2018/2019,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3861385A42544870412B79475761324C6F45374264513D3D,7569304E30773043574C4F677453795A4C74305551673D3D,Маркетинг,3,2016/2017,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3861385A42544870412B79475761324C6F45374264513D3D,7569304E30773043574C4F677453795A4C74305551673D3D,Национальная экономика,7,2018/2019,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3861385A42544870412B79475761324C6F45374264513D3D,7569304E30773043574C4F677453795A4C74305551673D3D,Организация производства на предприятиях,5,2017/2018,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3861385A42544870412B79475761324C6F45374264513D3D,7569304E30773043574C4F677453795A4C74305551673D3D,Теория бухгалтерского учета,4,2016/2017,4,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3861385A42544870412B79475761324C6F45374264513D3D,7569304E30773043574C4F677453795A4C74305551673D3D,Экономика фирмы,7,2018/2019,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3864457A4539744C45506D4A52487432587158302F773D3D,6B693871353270574D375A374D2B6A584746483361413D3D,Размерный анализ конструкций изделий,2,2015/2016,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
3864457A4539744C45506D4A52487432587158302F773D3D,6B693871353270574D375A374D2B6A584746483361413D3D,Технология наукоемких машиностроительных производств,3,2016/2017,3,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
386567545A5150646463444E513567424159485041773D3D,38456458586E426B55636F4F32524C505052486175673D3D,Планирование и обработка экспериментальных данных,6,2017/2018,2,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
386674734534746C4375304C536B54785A56696870413D3D,5A34564977774F562F2F486E61777652516A4A444D513D3D,Статистические методы в управлении инновациями,2,2015/2016,4,27.04.05 Инноватика,Очная,Магистр,Отчисленный
386943305871632B6864727735466342594B436E45673D3D,36334C514538365548516D4E654F4874673370376B673D3D,CADCAMCAE - системы в программных пакетах,1,2015/2016,2,15.04.05 Конструкторско-технологическое обеспечение машиностроительных производств,Очная,Магистр,Отчисленный
386C49523543544C4F494E366C47337A5138714379673D3D,6462504F5346754F55346B6A522B4F626177447569513D3D,Высоковольтная электротехника,3,2016/2017,4,13.04.02 Электроэнергетика и электротехника,Очная,Магистр,Отчисленный
386C4A6E4F6F4E6458703679682F6A614D3333546D673D3D,2F736E723642334454614271776654762B4D6A784D413D3D,Спецкурс технологии машиностроения,3,2016/2017,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
386C6B32304731376C726456746273564643756C64413D3D,6B4A4653434D59427A4979477251456C44756B4D45673D3D,Специальный физический практикум,2,2015/2016,4,03.04.02 Физика,Очная,Магистр,Отчисленный
386C6B32304731376C726456746273564643756C64413D3D,6B4A4653434D59427A4979477251456C44756B4D45673D3D,Тепломассообменные аппараты низкотемпературных установок,3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
386C6B32304731376C726456746273564643756C64413D3D,6B4A4653434D59427A4979477251456C44756B4D45673D3D,Теплофизические процессы в криогенных системах,3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
386C6B32304731376C726456746273564643756C64413D3D,6B4A4653434D59427A4979477251456C44756B4D45673D3D,Физико-химические основы тепломассообменных процессов,2,2015/2016,4,03.04.02 Физика,Очная,Магистр,Отчисленный
386E4C69594F344C593949536D716955592B372B36773D3D,36334C514538365548516D4E654F4874673370376B673D3D,CADCAMCAE - системы в программных пакетах,1,2015/2016,2,15.04.05 Конструкторско-технологическое обеспечение машиностроительных производств,Очная,Магистр,Отчисленный
386E4C69594F344C593949536D716955592B372B36773D3D,36334C514538365548516D4E654F4874673370376B673D3D,Эксперимент и математические методы обработки результатов,2,2015/2016,4,15.04.05 Конструкторско-технологическое обеспечение машиностроительных производств,Очная,Магистр,Отчисленный
386F3857413673516235656E565932347869565775513D3D,754A774874466B6730476D4837465035312F653763413D3D,Релейная защита электроэнергетических систем,10,2019/2020,4,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
386F3857413673516235656E565932347869565775513D3D,754A774874466B6730476D4837465035312F653763413D3D,Силовая электроника,6,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
386F3857413673516235656E565932347869565775513D3D,754A774874466B6730476D4837465035312F653763413D3D,Электрические и электронные аппараты,7,2018/2019,4,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
386F3857413673516235656E565932347869565775513D3D,754A774874466B6730476D4837465035312F653763413D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
386F3857413673516235656E565932347869565775513D3D,754A774874466B6730476D4837465035312F653763413D3D,Электрические станции и подстанции,7,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
3870706270354151557645495962526B7237537256413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Бухгалтерский учет,6,2017/2018,4,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3870706270354151557645495962526B7237537256413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Введение в профессиональную деятельность,1,2015/2016,1,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3870706270354151557645495962526B7237537256413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Корпоративные финансы,8,2018/2019,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3870706270354151557645495962526B7237537256413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Макроэкономика,2,2015/2016,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3870706270354151557645495962526B7237537256413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Национальная экономика,7,2018/2019,4,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
3870706270354151557645495962526B7237537256413D3D,396E4E4D2B57692B317248374B394732466D767338413D3D,Организация производства на предприятиях,5,2017/2018,3,38.03.01 Экономика,Заочная,Бакалавр,Отчисленный
38713131346B42777A5043355971456377347A7938413D3D,6C467671335265553768722F324B5A647259754554673D3D,"Автоматизация процессов химической технологии, нефтехимии и биотехнологии",2,2015/2016,1,"18.04.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Магистр,Отчисленный
38725A32486F6136367169577A516B69723933464E513D3D,6643334D2F79793236556237426F39725945366F61413D3D,Микропроцессорные средства и системы,6,2017/2018,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
38725A32486F6136367169577A516B69723933464E513D3D,6643334D2F79793236556237426F39725945366F61413D3D,Цифровые измерительные устройства,8,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
38725A32486F6136367169577A516B69723933464E513D3D,6643334D2F79793236556237426F39725945366F61413D3D,Экономика 2.5,6,2017/2018,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
38746C564F5A5347477070396942364B6B55515077773D3D,6736317467326C4C61737358344B556132394E3076773D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
38746C564F5A5347477070396942364B6B55515077773D3D,6736317467326C4C61737358344B556132394E3076773D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
38755058665A336F5A5376766741316D583071534C673D3D,722F6858336947573456663736735A72595A762B42513D3D,Основы расчета и проектирования электроснабжения промышленных предприятий,10,2019/2020,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
38755058665A336F5A5376766741316D583071534C673D3D,722F6858336947573456663736735A72595A762B42513D3D,Экономика 2.4,7,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
38757A556D794157682B6C4233543849544B6E3378513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Математическое моделирование и методы оптимизации,5,2017/2018,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
38757A556D794157682B6C4233543849544B6E3378513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Механика 2.2,4,2016/2017,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
38757A556D794157682B6C4233543849544B6E3378513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Паропроизводящие установки ТЭС и АЭС,7,2018/2019,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
38757A556D794157682B6C4233543849544B6E3378513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Прикладной системный анализ,3,2016/2017,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
38757A556D794157682B6C4233543849544B6E3378513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Тепловые и атомные электрические станции,7,2018/2019,4,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
38757A556D794157682B6C4233543849544B6E3378513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Турбины тепловых и атомных электрических станций,8,2018/2019,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
387666304F3554644C346530546D6D4E7949496967773D3D,50694D4A38517A4A687564683052597976696E7A72513D3D,Начертательная геометрия и инженерная графика 1.4,2,2015/2016,4,21.05.02 Прикладная геология,Очная,Специалист,Отчисленный
387674324E725775375062445343747A45386C4475413D3D,6736317467326C4C61737358344B556132394E3076773D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
387674324E725775375062445343747A45386C4475413D3D,6736317467326C4C61737358344B556132394E3076773D3D,Системы управления электроприводов,8,2018/2019,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
387742754C57546E59525646673572695466376643773D3D,572F632F4372555063533968694134535650473349773D3D,Планирование и обработка экспериментальных данных,6,2017/2018,2,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
387742754C57546E59525646673572695466376643773D3D,572F632F4372555063533968694134535650473349773D3D,Экономика 2.1,5,2017/2018,4,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
38775A6969722B3971724A3456556A4F4167733656773D3D,2B4D317874375270385676514F5566345354707957513D3D,Детали машин и основы проектирования 2,6,2017/2018,2,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
38775A6969722B3971724A3456556A4F4167733656773D3D,2B4D317874375270385676514F5566345354707957513D3D,Металлообрабатывающие станки и технологическая оснастка,7,2018/2019,4,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
38775A6969722B3971724A3456556A4F4167733656773D3D,2B4D317874375270385676514F5566345354707957513D3D,"Метрология, стандартизация и сертификация 1.1",5,2017/2018,2,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
38775A6969722B3971724A3456556A4F4167733656773D3D,2B4D317874375270385676514F5566345354707957513D3D,Технология машиностроения,8,2018/2019,3,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
38775A6969722B3971724A3456556A4F4167733656773D3D,2B4D317874375270385676514F5566345354707957513D3D,Экономика 2.3,6,2017/2018,4,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
38786334532F35776C5472506D334E4475634F5159673D3D,49413762495730614C6A344974707551505759492F413D3D,Гравиразведка,5,2012/2013,4,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
38786334532F35776C5472506D334E4475634F5159673D3D,49413762495730614C6A344974707551505759492F413D3D,Магниторазведка,5,2012/2013,4,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
38786334532F35776C5472506D334E4475634F5159673D3D,49413762495730614C6A344974707551505759492F413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
38786334532F35776C5472506D334E4475634F5159673D3D,49413762495730614C6A344974707551505759492F413D3D,Структурная геология и геокартирование,4,2011/2012,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
38786334532F35776C5472506D334E4475634F5159673D3D,49413762495730614C6A344974707551505759492F413D3D,Экономика,6,2012/2013,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
38786334532F35776C5472506D334E4475634F5159673D3D,49413762495730614C6A344974707551505759492F413D3D,Экономика 2.1,6,2017/2018,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
393356344C52725548665932797772302B2B322B37413D3D,5A692F7058636B567641745A46494A4645315A3067773D3D,Планирование и обработка экспериментальных данных,3,2016/2017,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
393356344C52725548665932797772302B2B322B37413D3D,5A692F7058636B567641745A46494A4645315A3067773D3D,Экономика 2.1,6,2017/2018,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
3934567346376E4B7A7454434F5A446161464C624E773D3D,4D785466786F7158514572757A49616D634F55485A673D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
